4,1,1429
4,3,24
5,1,6
5,2,10
5,3,14
6,1,6
6,2,2584
6,3,8594
6,4,4
7,2,58
7,3,4646
7,4,720
8,2,36
8,3,947
8,4,2546
8,5,33
9,2,2
9,3,116
9,4,1640
9,5,16
10,3,4
10,4,595
10,5,1494
10,6,11
11,4,46
11,5,1720
11,6,269
12,4,4
12,5,256
12,6,5324
12,7,1
13,4,2
13,5,57
13,6,1718
13,7,181
14,4,1
14,5,9
14,6,961
14,7,2860
14,8,28
15,6,85
15,7,3381
15,8,402
16,6,14
16,7,348
16,8,7121
16,9,2
17,6,2
17,7,105
17,8,1582
17,9,43
18,6,1
18,7,31
18,8,1834
18,9,580
18,10,24
19,7,4
19,8,271
19,9,2055
19,10,113
20,7,2
20,8,109
20,9,1035
20,10,7302
20,11,5
21,8,25
21,9,412
21,10,5487
21,11,156
22,8,6
22,9,132
22,10,10057
22,11,2245
22,12,37
23,9,27
23,10,734
23,11,8980
23,12,434
24,9,6
24,10,350
24,11,4371
24,12,20309
24,13,4
25,10,35
25,11,1358
25,12,12199
25,13,168
26,10,3
26,11,296
26,12,21257
26,13,3337
26,14,54
27,10,1
27,11,57
27,12,2576
27,13,24048
27,14,658
27,15,1
28,11,6
28,12,974
28,13,10591
28,14,43941
28,15,1
29,11,3
29,12,86
29,13,4317
29,14,39174
29,15,247
30,11,1
30,12,20
30,13,1114
30,14,48963
30,15,4986
30,16,29
31,12,5
31,13,271
31,14,15086
31,15,50786
31,16,578
31,17,1
32,12,5
32,13,60
32,14,10300
32,15,40651
32,16,72184
32,17,7
32,18,1
33,13,13
33,14,1136
33,15,33015
33,16,95144
33,17,184
33,18,2
34,13,1
34,14,505
34,15,12279
34,16,159513
34,17,4299
34,18,56
35,13,1
35,14,47
35,15,5667
35,16,123431
35,17,190094
35,18,1123
35,19,1
36,14,32
36,15,1332
36,16,141823
36,17,101776
36,18,32803095
36,19,8
37,14,3
37,15,663
37,16,32949
37,17,538395
37,18,269895
37,19,21
38,15,127
38,16,15182
38,17,172332
38,18,2011551
38,19,331
39,16,436
39,17,141520
39,18,2782048
39,19,2588917
39,20,1
40,16,1
40,17,40082
40,18,139286245
40,19,5489
40,20,4901
41,17,1
41,18,3195438
41,19,6366856
41,20,15
42,18,23
42,19,96
42,20,142
43,19,3
43,20,93
44,20,4
44,21,1
46,22,2
