5,2,1
6,3,696
7,3,312
8,3,27
8,4,334
9,4,18
10,5,273
11,5,124
12,5,1
12,6,114
13,6,120
14,6,12
14,7,467
15,7,251
16,7,8
16,8,180
17,7,3
17,8,55
18,7,8
18,8,331
18,9,11
19,8,8
19,9,384
20,9,80
20,10,862
21,9,13
21,10,402
22,9,4
22,10,2148
22,11,62
23,10,23
23,11,714
24,10,6
24,11,758
24,12,3825
25,11,35
25,12,1047
25,13,3
26,11,4
26,12,3186
26,13,30
27,11,2
27,12,54
27,13,2590
28,12,9
28,13,1570
28,14,7995
29,13,94
29,14,3993
30,13,32
30,14,3571
30,15,22
31,14,252
31,15,7114
32,14,34
32,15,4955
32,16,19350
33,14,5
33,15,637
33,16,16153
33,17,4
34,14,11
34,15,647
34,16,8475
34,17,144
35,14,10
35,15,79
35,16,5464
35,17,57684
36,15,66
36,16,3148
36,17,13
36,18,5699894
37,15,1
37,16,903
37,17,173116
37,18,49013
38,16,131
38,17,15168
38,18,135273
38,19,11
39,16,1
39,17,527
39,18,171422
39,19,1264829
40,18,4878642
40,20,2298
41,18,1807404
41,19,3793278
42,19,8
42,20,64
43,20,5
44,20,6
44,21,1
