4,1,7,844
4,1,9,590
4,1,11,624
4,3,7,13
4,3,9,5
4,3,11,8
5,1,7,3
5,1,9,2
5,1,11,1
5,2,7,13
5,2,9,7
5,2,11,7
5,3,7,9
5,3,9,4
5,3,11,9
6,1,7,3
6,1,9,2
6,1,11,1
6,2,7,1585
6,2,9,1029
6,2,11,1279
6,3,7,5103
6,3,9,3515
6,3,10,1
6,3,11,4165
6,4,7,3
6,4,9,2
6,4,11,4
7,2,7,31
7,2,9,15
7,2,11,15
7,3,7,2839
7,3,9,1891
7,3,10,1
7,3,11,2173
7,4,7,439
7,4,9,329
7,4,11,328
8,2,7,40
8,2,9,23
8,2,11,27
8,3,7,600
8,3,9,402
8,3,11,392
8,4,7,1514
8,4,9,997
8,4,11,1123
8,5,7,12
8,5,9,4
8,5,11,7
9,2,7,5
9,2,9,2
9,2,11,2
9,3,7,84
9,3,9,43
9,3,11,60
9,4,7,939
9,4,9,678
9,4,11,773
9,5,7,13
9,5,9,14
9,5,11,13
10,2,11,1
10,3,7,3
10,3,9,3
10,3,11,3
10,4,7,365
10,4,9,264
10,4,11,260
10,5,7,890
10,5,9,640
10,5,11,719
10,6,7,18
10,6,9,13
10,6,11,13
11,3,9,3
11,3,11,3
11,4,7,25
11,4,9,21
11,4,11,21
11,5,7,927
11,5,9,677
11,5,10,2
11,5,11,776
11,6,7,130
11,6,9,108
11,6,11,95
12,4,7,2
12,4,9,4
12,4,11,5
12,5,7,169
12,5,9,114
12,5,11,111
12,6,7,3186
12,6,8,1
12,6,9,2199
12,6,11,2403
12,7,9,1
12,7,11,2
13,4,7,3
13,4,9,2
13,5,7,38
13,5,9,26
13,5,11,24
13,6,7,1039
13,6,9,713
13,6,10,1
13,6,11,847
13,7,7,116
13,7,9,73
13,7,11,92
14,5,7,2
14,5,9,1
14,5,11,4
14,6,7,610
14,6,9,391
14,6,11,450
14,7,7,1778
14,7,9,1118
14,7,11,1342
14,8,7,22
14,8,9,10
14,8,11,11
15,6,7,47
15,6,9,42
15,6,11,41
15,7,7,2032
15,7,9,1366
15,7,11,1568
15,8,7,255
15,8,9,184
15,8,11,175
16,6,7,5
16,6,9,5
16,6,11,6
16,7,7,186
16,7,9,132
16,7,11,135
16,8,7,4189
16,8,9,2809
16,8,11,3228
17,6,7,1
17,7,7,62
17,7,9,31
17,7,11,40
17,8,7,917
17,8,9,622
17,8,11,678
17,9,7,27
17,9,9,23
17,9,11,17
18,6,7,1
18,7,7,17
18,7,9,13
18,7,11,12
18,8,7,1040
18,8,9,786
18,8,11,813
18,9,7,319
18,9,9,236
18,9,11,254
18,10,7,8
18,10,9,4
18,10,11,8
19,7,7,3
19,7,9,2
19,7,11,2
19,8,7,171
19,8,9,129
19,8,11,115
19,9,7,1216
19,9,9,873
19,9,11,878
19,10,7,50
19,10,9,39
19,10,11,46
20,7,7,3
20,8,7,86
20,8,9,51
20,8,11,59
20,9,7,680
20,9,9,430
20,9,11,498
20,10,7,4377
20,10,9,2758
20,10,11,3284
20,11,9,1
21,8,7,10
21,8,9,8
21,8,11,13
21,9,7,239
21,9,9,156
21,9,11,208
21,10,7,3158
21,10,9,2074
21,10,11,2543
21,11,7,91
21,11,9,67
21,11,11,72
22,8,7,5
22,8,9,5
22,8,11,3
22,9,7,106
22,9,9,72
22,9,11,77
22,10,7,6064
22,10,9,3991
22,10,11,4668
22,11,7,1344
22,11,9,851
22,11,11,1057
22,12,7,29
22,12,9,16
22,12,11,25
23,8,7,1
23,8,11,1
23,9,7,19
23,9,9,11
23,9,11,8
23,10,7,436
23,10,9,307
23,10,11,306
23,11,7,5308
23,11,9,3448
23,11,11,4094
23,12,7,273
23,12,9,187
23,12,11,214
24,8,11,1
24,9,7,3
24,9,9,3
24,9,11,5
24,10,7,207
24,10,9,153
24,10,11,154
24,11,7,2615
24,11,9,1724
24,11,11,1969
24,12,7,12052
24,12,9,8098
24,12,11,9294
25,10,7,24
25,10,9,11
25,10,11,10
25,11,7,777
25,11,9,510
25,11,11,585
25,12,7,7176
25,12,9,4880
25,12,11,5596
25,13,7,117
25,13,9,70
25,13,11,78
26,10,7,2
26,10,9,3
26,10,11,5
26,11,7,158
26,11,9,107
26,11,11,147
26,12,7,12142
26,12,9,8231
26,12,11,9652
26,13,7,1858
26,13,9,1293
26,13,11,1529
26,14,7,35
26,14,9,20
26,14,11,17
27,10,9,1
27,11,7,31
27,11,9,16
27,11,11,21
27,12,7,1519
27,12,9,1051
27,12,11,1152
27,13,7,14337
27,13,9,9564
27,13,11,11215
27,14,7,398
27,14,9,240
27,14,11,280
28,11,7,3
28,11,9,2
28,11,11,4
28,12,7,609
28,12,9,427
28,12,11,485
28,13,7,6341
28,13,9,4368
28,13,11,4980
28,14,7,25917
28,14,9,17622
28,14,11,20082
28,15,7,1
28,15,9,1
29,11,11,3
29,12,7,55
29,12,9,32
29,12,11,58
29,13,7,2478
29,13,9,1694
29,13,11,2007
29,14,7,23190
29,14,9,15460
29,14,11,17986
29,15,7,127
29,15,9,90
29,15,11,109
29,16,11,1
30,12,7,15
30,12,9,9
30,12,11,14
30,13,7,679
30,13,9,408
30,13,11,493
30,14,7,29006
30,14,9,19478
30,14,11,22533
30,15,7,2962
30,15,9,2018
30,15,11,2323
30,16,7,15
30,16,9,8
30,16,11,14
31,11,9,1
31,12,7,3
31,12,9,2
31,12,11,3
31,13,7,168
31,13,9,118
31,13,11,130
31,14,7,8963
31,14,9,6029
31,14,11,6912
31,15,7,30203
31,15,9,19997
31,15,11,23295
31,16,7,337
31,16,9,202
31,16,11,229
31,17,11,1
32,12,7,1
32,12,11,1
32,13,7,29
32,13,9,15
32,13,11,27
32,14,7,6102
32,14,9,3995
32,14,11,4726
32,15,7,24088
32,15,9,15913
32,15,11,18764
32,16,7,42805
32,16,9,28419
32,16,11,33547
32,17,7,3
32,17,9,2
32,17,11,1
33,13,7,12
33,13,9,10
33,13,11,5
33,14,7,686
33,14,9,439
33,14,11,543
33,15,7,19856
33,15,9,13177
33,15,11,15870
33,16,7,56890
33,16,9,37135
33,16,11,45312
33,17,7,117
33,17,9,92
33,17,11,92
33,18,9,3
34,13,7,3
34,13,9,3
34,13,11,1
34,14,7,321
34,14,9,223
34,14,11,256
34,15,7,7387
34,15,9,4970
34,15,11,5994
34,16,7,95001
34,16,9,63069
34,16,11,75568
34,17,7,2496
34,17,9,1580
34,17,11,1963
34,18,7,37
34,18,9,27
34,18,11,40
35,13,7,2
35,13,9,2
35,13,11,1
35,14,7,43
35,14,9,24
35,14,11,18
35,15,7,3377
35,15,9,2273
35,15,11,2584
35,16,7,74431
35,16,9,48300
35,16,11,58822
35,17,7,114499
35,17,9,75030
35,17,11,90594
35,18,7,595
35,18,9,470
35,18,11,528
36,13,9,1
36,14,7,30
36,14,9,13
36,14,11,17
36,15,7,780
36,15,9,492
36,15,11,637
36,16,7,84424
36,16,9,54459
36,16,11,67449
36,17,7,61068
36,17,9,39177
36,17,11,48608
36,18,7,99899
36,18,9,64273
36,18,11,80200
36,19,7,3
36,19,9,1
36,19,11,8
37,14,7,2
37,14,9,2
37,14,11,7
37,15,7,414
37,15,9,271
37,15,11,337
37,16,7,19909
37,16,9,12546
37,16,11,16220
37,17,7,313819
37,17,9,218509
37,17,11,269521
37,18,7,152800
37,18,9,114026
37,18,11,139509
37,19,7,11
37,19,9,7
37,19,11,6
38,15,7,81
38,15,9,48
38,15,11,60
38,16,7,9008
38,16,9,5974
38,16,11,7009
38,17,7,103226
38,17,9,67218
38,17,11,82461
38,18,7,822393
38,18,9,530589
38,18,11,662432
38,19,7,201
38,19,9,127
38,19,11,171
38,20,11,1
39,15,11,1
39,16,7,260
39,16,9,175
39,16,11,219
39,17,7,85227
39,17,9,55145
39,17,11,68717
39,18,7,1680866
39,18,9,1081408
39,18,11,1354766
39,19,7,1564147
39,19,9,1006313
39,19,11,1260609
39,20,7,2
39,20,9,1
40,16,7,2
40,16,9,1
40,17,7,24440
40,17,9,15835
40,17,11,20248
40,18,7,3435858
40,18,9,1831550
40,18,11,3007059
40,19,7,3222
40,19,9,2183
40,19,11,2456
40,20,7,2872
40,20,9,1951
40,20,11,2188
41,18,7,1558262
41,18,9,1601006
41,18,11,1877991
41,19,7,3104910
41,19,9,3190032
41,19,11,3742022
41,20,7,9
41,20,9,3
41,20,11,3
42,18,7,12
42,18,9,7
42,18,11,13
42,19,7,67
42,19,9,40
42,19,11,48
42,20,7,89
42,20,9,47
42,20,11,59
43,19,7,1
43,19,9,1
43,19,11,1
43,20,7,61
43,20,9,37
43,20,11,58
43,21,9,1
44,20,7,3
44,20,9,2
44,20,11,1
44,21,7,1
45,20,11,1
45,21,7,2
45,21,11,1
52,24,6,2
