3,1,426390
4,1,1342
4,3,22
5,1,4
5,2,6
5,3,6
6,1,4
6,2,2579
6,3,8194
6,4,5
7,2,49
7,3,4797
7,4,760
7,5,1
8,2,49
8,3,980
8,4,2526
8,5,21
8,6,1
9,2,2
9,3,91
9,4,1560
9,5,39
10,3,7
10,4,648
10,5,1502
10,6,29
11,4,37
11,5,1541
11,6,265
12,4,8
12,5,271
12,6,5136
12,7,3
12,8,1
13,4,1
13,5,37
13,6,1722
13,7,162
14,5,7
14,6,968
14,7,2827
14,8,22
15,6,81
15,7,3332
15,8,394
16,6,7
16,7,301
16,8,6906
17,6,2
17,7,75
17,8,1434
17,9,39
18,7,26
18,8,1732
18,9,517
18,10,15
19,7,12
19,8,286
19,9,2021
19,10,110
20,7,1
20,8,121
20,9,1070
20,10,7183
20,11,2
21,8,29
21,9,439
21,10,5274
21,11,135
22,8,2
22,9,108
22,10,9669
22,11,2164
22,12,46
23,9,18
23,10,707
23,11,8670
23,12,434
24,9,4
24,10,326
24,11,4225
24,12,19521
24,13,3
25,10,34
25,11,1279
25,12,11780
25,13,186
26,10,3
26,11,303
26,12,20891
26,13,3316
26,14,61
27,11,56
27,12,2472
27,13,23612
27,14,603
28,11,3
28,12,964
28,13,10344
28,14,42841
28,15,1
29,12,94
29,13,4262
29,14,38736
29,15,213
30,12,27
30,13,1027
30,14,47991
30,15,4842
30,16,22
31,12,1
31,13,244
31,14,14697
31,15,49496
31,16,532
32,12,2
32,13,49
32,14,10111
32,15,39667
32,16,70488
32,17,8
33,13,18
33,14,1162
33,15,32856
33,16,92728
33,17,261
33,18,1
34,13,5
34,14,487
34,15,12018
34,16,155341
34,17,4299
34,18,69
35,13,3
35,14,59
35,15,5556
35,16,121316
35,17,186758
35,18,1069
36,14,40
36,15,1259
36,16,138350
36,17,99633
36,18,32305000
36,19,6
37,14,2
37,15,674
37,16,32209
37,17,529566
37,18,267128
37,19,17
38,15,138
38,16,14875
38,17,169288
38,18,1977744
38,19,344
39,16,416
39,17,138306
39,18,2743735
39,19,2554662
40,16,3
40,17,39980
40,18,136980452
40,19,5414
40,20,4848
41,17,1
41,18,3148883
41,19,6274105
41,20,9
42,18,18
42,19,107
42,20,135
43,19,3
43,20,102
44,20,2
44,21,2
45,21,1
55,25,1
