5,2,7,3
5,2,9,4
5,2,11,2
6,3,7,896
6,3,9,596
6,3,11,726
7,3,7,425
7,3,9,283
7,3,11,301
8,3,7,41
8,3,9,22
8,3,11,13
8,4,7,494
8,4,9,327
8,4,11,363
9,4,7,55
9,4,9,38
9,4,11,40
10,5,7,359
10,5,9,244
10,5,11,275
11,5,7,183
11,5,9,111
11,5,11,169
12,5,7,4
12,5,9,3
12,5,11,3
12,6,7,159
12,6,9,93
12,6,11,116
13,6,7,140
13,6,9,89
13,6,11,101
14,6,7,4
14,6,9,8
14,6,11,11
14,7,7,659
14,7,9,466
14,7,11,498
15,7,7,338
15,7,9,225
15,7,11,265
16,7,7,8
16,7,9,6
16,7,11,4
16,8,7,278
16,8,9,184
16,8,11,216
17,7,11,2
17,8,7,76
17,8,9,54
17,8,11,69
18,8,7,408
18,8,9,288
18,8,11,273
18,9,7,10
18,9,9,12
18,9,11,7
19,8,9,7
19,8,11,5
19,9,7,425
19,9,9,295
19,9,11,332
20,8,9,2
20,9,7,128
20,9,9,106
20,9,11,104
20,10,7,1120
20,10,9,753
20,10,11,834
21,9,7,36
21,9,9,21
21,9,11,31
21,10,7,590
21,10,9,376
21,10,11,351
21,11,7,2
22,9,7,8
22,9,9,4
22,9,11,4
22,10,7,2926
22,10,9,1787
22,10,11,2142
22,11,7,86
22,11,9,73
22,11,11,38
23,10,7,28
23,10,9,33
23,10,11,22
23,11,7,844
23,11,9,592
23,11,11,648
24,10,7,2
24,10,9,2
24,10,11,4
24,11,7,1108
24,11,9,684
24,11,11,747
24,12,7,5287
24,12,9,3365
24,12,11,3886
24,13,7,1
25,11,7,45
25,11,9,24
25,11,11,19
25,12,7,1177
25,12,9,797
25,12,11,973
25,13,11,2
26,11,7,8
26,11,9,2
26,11,11,6
26,12,7,4267
26,12,9,2919
26,12,11,3339
26,13,7,27
26,13,9,35
26,13,11,37
27,12,7,63
27,12,9,46
27,12,11,44
27,13,7,3407
27,13,9,2246
27,13,11,2663
27,14,9,5
28,12,7,8
28,12,11,5
28,13,7,1836
28,13,9,1346
28,13,11,1380
28,14,7,10116
28,14,9,6980
28,14,11,7526
29,13,7,114
29,13,9,78
29,13,11,74
29,14,7,5181
29,14,9,3470
29,14,11,3896
30,12,11,2
30,13,7,48
30,13,9,24
30,13,11,42
30,14,7,4519
30,14,9,3020
30,14,11,3515
30,15,7,33
30,15,9,32
30,15,11,26
31,12,11,4
31,13,7,2
31,13,11,5
31,14,7,340
31,14,9,241
31,14,11,276
31,15,7,9112
31,15,9,5971
31,15,11,7047
31,16,9,3
32,13,9,1
32,14,7,42
32,14,9,15
32,14,11,30
32,15,7,5928
32,15,9,3952
32,15,11,4851
32,16,7,23670
32,16,9,15826
32,16,11,19204
33,13,7,3
33,14,7,16
33,14,9,3
33,14,11,7
33,15,7,748
33,15,9,466
33,15,11,610
33,16,7,19915
33,16,9,13340
33,16,11,15751
33,17,9,2
34,14,7,5
34,14,9,12
34,14,11,5
34,15,7,805
34,15,9,542
34,15,11,646
34,16,7,10665
34,16,9,7058
34,16,11,7969
34,17,7,181
34,17,9,123
34,17,11,113
35,14,7,3
35,14,9,1
35,14,11,9
35,15,7,90
35,15,9,70
35,15,11,54
35,16,7,6489
35,16,9,4281
35,16,11,5229
35,17,7,70723
35,17,9,46888
35,17,11,56874
35,18,9,6
36,14,11,1
36,15,7,86
36,15,9,46
36,15,11,96
36,16,7,3832
36,16,9,2483
36,16,11,3097
36,17,7,11
36,17,9,11
36,17,11,10
36,18,7,59903
36,18,9,38458
36,18,11,47821
37,15,7,1
37,15,9,2
37,15,11,4
37,16,7,1311
37,16,9,849
37,16,11,912
37,17,7,188728
37,17,9,137637
37,17,11,169582
37,18,7,35421
37,18,9,40475
37,18,11,48260
38,16,7,195
38,16,9,141
38,16,11,169
38,17,7,18517
38,17,9,12301
38,17,11,14646
38,18,7,160226
38,18,9,104712
38,18,11,128841
38,19,7,4
38,19,9,6
38,19,11,10
39,17,7,705
39,17,9,430
39,17,11,586
39,18,7,206373
39,18,9,134429
39,18,11,167584
39,19,7,1559015
39,19,9,1006987
39,19,11,1254208
40,17,9,3
40,18,7,71027
40,18,9,45269
40,18,11,58039
40,20,7,2764
40,20,9,1943
40,20,11,2236
41,18,7,1308937
41,18,9,1503340
41,18,11,1783214
41,19,7,3102104
41,19,9,3183201
41,19,11,3740663
42,19,7,11
42,19,9,9
42,19,11,5
42,20,7,74
42,20,9,49
42,20,11,62
43,20,7,3
43,20,11,3
44,20,7,4
55,25,7,1
