4,1,690
4,3,6
5,1,4
5,2,3
5,3,4
6,1,4
6,2,1323
6,3,3271
6,4,3
7,2,22
7,3,2027
7,4,339
8,2,33
8,3,418
8,4,780
8,5,9
9,2,4
9,3,48
9,4,744
9,5,13
10,2,1
10,4,279
10,5,414
10,6,17
11,4,23
11,5,643
11,6,120
12,4,5
12,5,115
12,6,2414
12,7,1
13,5,21
13,6,702
13,7,65
14,5,3
14,6,446
14,7,870
14,8,19
15,6,41
15,7,1340
15,8,152
15,9,1
16,6,4
16,7,137
16,8,2998
17,6,1
17,7,29
17,8,661
17,9,12
18,7,15
18,8,542
18,9,238
18,10,4
19,7,2
19,8,115
19,9,579
19,10,58
20,7,1
20,8,52
20,9,386
20,10,2433
20,11,2
21,8,14
21,9,157
21,10,2016
21,11,69
22,8,3
22,9,68
22,10,2459
22,11,960
22,12,23
23,9,13
23,10,347
23,11,3505
23,12,188
24,9,2
24,10,157
24,11,1156
24,12,5405
25,10,13
25,11,596
25,12,4661
25,13,68
26,11,123
26,12,6311
26,13,1477
26,14,30
27,11,28
27,12,1140
27,13,8623
27,14,286
27,15,1
28,11,1
28,12,463
28,13,3365
28,14,12282
29,12,38
29,13,1930
29,14,14128
29,15,90
30,12,23
30,13,486
30,14,19221
30,15,2291
30,16,12
31,13,117
31,14,6749
31,15,16483
31,16,257
32,11,1
32,13,24
32,14,4824
32,15,14064
32,16,14628
32,17,3
33,13,7
33,14,555
33,15,15633
33,16,29206
33,17,115
34,13,2
34,14,237
34,15,5187
34,16,67827
34,17,1814
34,18,23
35,13,3
35,14,20
35,15,2574
35,16,53773
35,17,33873
35,18,515
36,14,8
36,15,528
36,16,65429
36,17,49215
36,18,8710825
36,19,3
37,14,3
37,15,318
37,16,15450
37,17,99935
37,18,92041
37,19,5
38,15,66
38,16,7199
38,17,67616
38,18,812068
38,19,180
39,15,1
39,16,198
39,17,68364
39,18,1188263
39,19,4514
39,20,1
40,16,1
40,17,20250
40,18,67835790
40,19,2493
40,20,1
41,18,95890
41,19,482
41,20,6
42,18,3
42,19,41
42,20,4
43,19,1
43,20,40
46,22,1
50,23,1
